"211321"	"3"	"朝阳县"
"211322"	"3"	"建平县"
"211324"	"3"	"喀喇沁左翼蒙古族自治县"
"211381"	"3"	"北票市"
"211382"	"3"	"凌源市"
"211400"	"2"	"葫芦岛市"
"211421"	"3"	"绥中县"
"211422"	"3"	"建昌县"
"211481"	"3"	"兴城市"
"220000"	"1"	"吉林省"
"220100"	"2"	"长春市"
"220122"	"3"	"农安县"
"220182"	"3"	"榆树市"
"220183"	"3"	"德惠市"
"220200"	"2"	"吉林市"
"220221"	"3"	"永吉县"
"220281"	"3"	"蛟河市"
"220282"	"3"	"桦甸市"
"220283"	"3"	"舒兰市"
"220284"	"3"	"磐石市"
"220300"	"2"	"四平市"
"220322"	"3"	"梨树县"
"220323"	"3"	"伊通满族自治县"
"220381"	"3"	"公主岭市"
"220382"	"3"	"双辽市"
"220400"	"2"	"辽源市"
"220421"	"3"	"东丰县"
"220422"	"3"	"东辽县"
"220500"	"2"	"通化市"
"220521"	"3"	"通化县"
"220523"	"3"	"辉南县"
"220524"	"3"	"柳河县"
"220581"	"3"	"梅河口市"
"220582"	"3"	"集安市"
"220600"	"2"	"白山市"
"220605"	"3"	"江源区"
"220621"	"3"	"抚松县"
"220622"	"3"	"靖宇县"
"220623"	"3"	"长白朝鲜族自治县"
"220681"	"3"	"临江市"
"220700"	"2"	"松原市"
"220721"	"3"	"前郭尔罗斯蒙古族自治县"
"220722"	"3"	"长岭县"
"220723"	"3"	"乾安县"
"220781"	"3"	"扶余市"
"220800"	"2"	"白城市"
"220821"	"3"	"镇赉县"
"220822"	"3"	"通榆县"
"220881"	"3"	"洮南市"
"220882"	"3"	"大安市"
"222400"	"2"	"延边朝鲜族自治州"
"222401"	"3"	"延吉市"
"222402"	"3"	"图们市"
"222403"	"3"	"敦化市"
"222404"	"3"	"珲春市"
"222405"	"3"	"龙井市"
"222406"	"3"	"和龙市"
"222424"	"3"	"汪清县"
"222426"	"3"	"安图县"
"230000"	"1"	"黑龙江省"
"230100"	"2"	"哈尔滨市"
"230111"	"3"	"呼兰区"
"230123"	"3"	"依兰县"
"230124"	"3"	"方正县"
"230125"	"3"	"宾县"
"230126"	"3"	"巴彦县"
"230127"	"3"	"木兰县"
"230128"	"3"	"通河县"
"230129"	"3"	"延寿县"
"230183"	"3"	"尚志市"
"230184"	"3"	"五常市"
"230200"	"2"	"齐齐哈尔市"
"230221"	"3"	"龙江县"
"230223"	"3"	"依安县"
"230224"	"3"	"泰来县"
"230225"	"3"	"甘南县"
"230227"	"3"	"富裕县"
"230229"	"3"	"克山县"
"230230"	"3"	"克东县"
"230231"	"3"	"拜泉县"
"230281"	"3"	"讷河市"
"230300"	"2"	"鸡西市"
"230321"	"3"	"鸡东县"
"230381"	"3"	"虎林市"
"230382"	"3"	"密山市"
"230400"	"2"	"鹤岗市"
"230421"	"3"	"萝北县"
"230422"	"3"	"绥滨县"
"230500"	"2"	"双鸭山市"
"230521"	"3"	"集贤县"
"230522"	"3"	"友谊县"
"230523"	"3"	"宝清县"
"230524"	"3"	"饶河县"
"230600"	"2"	"大庆市"
"230621"	"3"	"肇州县"
"230622"	"3"	"肇源县"
"230623"	"3"	"林甸县"
"230624"	"3"	"杜尔伯特蒙古族自治县"
"230700"	"2"	"伊春市"
"230722"	"3"	"嘉荫县"
"230781"	"3"	"铁力市"
"230800"	"2"	"佳木斯市"
"230822"	"3"	"桦南县"
"230826"	"3"	"桦川县"
"230828"	"3"	"汤原县"
"230833"	"3"	"抚远县"
"230881"	"3"	"同江市"
"230882"	"3"	"富锦市"
"230900"	"2"	"七台河市"
"230921"	"3"	"勃利县"
"231000"	"2"	"牡丹江市"
"231024"	"3"	"东宁县"
"231025"	"3"	"林口县"
"231081"	"3"	"绥芬河市"
"231083"	"3"	"海林市"
"231084"	"3"	"宁安市"
"231085"	"3"	"穆棱市"
"231100"	"2"	"黑河市"
"231121"	"3"	"嫩江县"
"231123"	"3"	"逊克县"
"231124"	"3"	"孙吴县"
"231181"	"3"	"北安市"
"231182"	"3"	"五大连池市"
"231200"	"2"	"绥化市"
"231221"	"3"	"望奎县"
"231222"	"3"	"兰西县"
"231223"	"3"	"青冈县"
"231224"	"3"	"庆安县"
"231225"	"3"	"明水县"
"231226"	"3"	"绥棱县"
"231281"	"3"	"安达市"
"231282"	"3"	"肇东市"
"231283"	"3"	"海伦市"
"232700"	"2"	"大兴安岭地区"
"232721"	"3"	"呼玛县"
"232722"	"3"	"塔河县"
"232723"	"3"	"漠河县"
"310000"	"1"	"上海市"
"310100"	"2"	"上海市"
"320000"	"1"	"江苏省"
"320100"	"2"	"南京市"
"320117"	"3"	"溧水区"
"320118"	"3"	"高淳区"
"320200"	"2"	"无锡市"
"320281"	"3"	"江阴市"
"320282"	"3"	"宜兴市"
"320300"	"2"	"徐州市"
"320312"	"3"	"铜山区"
"320321"	"3"	"丰县"
"320322"	"3"	"沛县"
"320324"	"3"	"睢宁县"
"320381"	"3"	"新沂市"
"320382"	"3"	"邳州市"
"320400"	"2"	"常州市"
"320481"	"3"	"溧阳市"
"320500"	"2"	"苏州市"
"320581"	"3"	"常熟市"
"320582"	"3"	"张家港市"
"320583"	"3"	"昆山市"
"320585"	"3"	"太仓市"
"320600"	"2"	"南通市"
"320621"	"3"	"海安县"
"320623"	"3"	"如东县"
"320681"	"3"	"启东市"
"320682"	"3"	"如皋市"
"320684"	"3"	"海门市"
"320700"	"2"	"连云港市"
"320707"	"3"	"赣榆区"
"320722"	"3"	"东海县"
"320723"	"3"	"灌云县"
"320724"	"3"	"灌南县"
"320800"	"2"	"淮安市"
"320826"	"3"	"涟水县"
"320829"	"3"	"洪泽县"
"320830"	"3"	"盱眙县"
"320831"	"3"	"金湖县"
"320900"	"2"	"盐城市"
"320903"	"3"	"盐都区"
"320921"	"3"	"响水县"
"320922"	"3"	"滨海县"
"320923"	"3"	"阜宁县"
"320924"	"3"	"射阳县"
"320925"	"3"	"建湖县"
"320981"	"3"	"东台市"
"321000"	"2"	"扬州市"
"321023"	"3"	"宝应县"
"321081"	"3"	"仪征市"
"321084"	"3"	"高邮市"
"321100"	"2"	"镇江市"
"321181"	"3"	"丹阳市"
"321182"	"3"	"扬中市"
"321183"	"3"	"句容市"
"321200"	"2"	"泰州市"
"321281"	"3"	"兴化市"
"321282"	"3"	"靖江市"
"321283"	"3"	"泰兴市"
"321300"	"2"	"宿迁市"
"321311"	"3"	"宿豫区"
"321322"	"3"	"沭阳县"
"321323"	"3"	"泗阳县"
"321324"	"3"	"泗洪县"
"330000"	"1"	"浙江省"
"330100"	"2"	"杭州市"
"330122"	"3"	"桐庐县"
"330127"	"3"	"淳安县"
"330182"	"3"	"建德市"
"330185"	"3"	"临安市"
"330200"	"2"	"宁波市"
"330225"	"3"	"象山县"
"330226"	"3"	"宁海县"
"330281"	"3"	"余姚市"
"330282"	"3"	"慈溪市"
"330283"	"3"	"奉化市"
"330300"	"2"	"温州市"
"330305"	"3"	"洞头区"
"330324"	"3"	"永嘉县"
"330326"	"3"	"平阳县"
"330327"	"3"	"苍南县"
"330328"	"3"	"文成县"
"330329"	"3"	"泰顺县"
"330381"	"3"	"瑞安市"
"330382"	"3"	"乐清市"
"330400"	"2"	"嘉兴市"
"330421"	"3"	"嘉善县"
"330424"	"3"	"海盐县"
"330481"	"3"	"海宁市"
"330482"	"3"	"平湖市"
"330483"	"3"	"桐乡市"
"330500"	"2"	"湖州市"
"330521"	"3"	"德清县"
"330522"	"3"	"长兴县"
"330523"	"3"	"安吉县"
"330600"	"2"	"绍兴市"
"330624"	"3"	"新昌县"
"330681"	"3"	"诸暨市"
"330683"	"3"	"嵊州市"
"330700"	"2"	"金华市"
"330723"	"3"	"武义县"
"330726"	"3"	"浦江县"
"330727"	"3"	"磐安县"
"330781"	"3"	"兰溪市"
"330782"	"3"	"义乌市"
"330783"	"3"	"东阳市"
"330784"	"3"	"永康市"
"330800"	"2"	"衢州市"
"330822"	"3"	"常山县"
"330824"	"3"	"开化县"
"330825"	"3"	"龙游县"
"330881"	"3"	"江山市"
"330900"	"2"	"舟山市"
"330921"	"3"	"岱山县"
"330922"	"3"	"嵊泗县"
"331000"	"2"	"台州市"
"331021"	"3"	"玉环县"
"331022"	"3"	"三门县"
"331023"	"3"	"天台县"
"331024"	"3"	"仙居县"
"331081"	"3"	"温岭市"
"331082"	"3"	"临海市"
"331100"	"2"	"丽水市"
"331121"	"3"	"青田县"
"331122"	"3"	"缙云县"
"331123"	"3"	"遂昌县"
"331124"	"3"	"松阳县"
"331125"	"3"	"云和县"
"331126"	"3"	"庆元县"
"331127"	"3"	"景宁畲族自治县"
"331181"	"3"	"龙泉市"
"340000"	"1"	"安徽省"
"340100"	"2"	"合肥市"
"340121"	"3"	"长丰县"
"340122"	"3"	"肥东县"
"340123"	"3"	"肥西县"
"340124"	"3"	"庐江县"
"340181"	"3"	"巢湖市"
"340200"	"2"	"芜湖市"
"340221"	"3"	"芜湖县"
"340222"	"3"	"繁昌县"
"340223"	"3"	"南陵县"
"340225"	"3"	"无为县"
"340300"	"2"	"蚌埠市"
"340321"	"3"	"怀远县"
"340322"	"3"	"五河县"
"340323"	"3"	"固镇县"
"340400"	"2"	"淮南市"
"340421"	"3"	"凤台县"
"340500"	"2"	"马鞍山市"
"340521"	"3"	"当涂县"
"340522"	"3"	"含山县"
"340523"	"3"	"和县"
"340600"	"2"	"淮北市"
"340621"	"3"	"濉溪县"
"340700"	"2"	"铜陵市"
"340721"	"3"	"铜陵县"
"340800"	"2"	"安庆市"
"340822"	"3"	"怀宁县"
"340823"	"3"	"枞阳县"
"340824"	"3"	"潜山县"
"340825"	"3"	"太湖县"
"340826"	"3"	"宿松县"
"340827"	"3"	"望江县"
"340828"	"3"	"岳西县"
"340881"	"3"	"桐城市"
"341000"	"2"	"黄山市"
"341021"	"3"	"歙县"
"341022"	"3"	"休宁县"
"341023"	"3"	"黟县"
"341024"	"3"	"祁门县"
"341100"	"2"	"滁州市"
"341122"	"3"	"来安县"
"341124"	"3"	"全椒县"
"341125"	"3"	"定远县"
"341126"	"3"	"凤阳县"
"341181"	"3"	"天长市"
"341182"	"3"	"明光市"
"341200"	"2"	"阜阳市"
"341221"	"3"	"临泉县"
