"233288440983323013"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"233309023582290312"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"233331373937804809"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"233826770347099144"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"233855574771762181"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"236611931488911750"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"236624365679281159"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"236717148188443648"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"236742689092272520"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"236775097623660032"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"242407501025509768"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251232242008070661"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"251308921904699910"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251314659200860547"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251318744343904647"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251344464277412356"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251345964672227841"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"251347167296625152"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"254134707279888904"	"0.3"	"0.3"	"0.3"		"0.3"	"0.3"	"0.3"	"0.4"	"0.4"	"0.4"			"0"	"0"	"0"	"0"	"0"	"0"	"0"
"259064668562396425"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
"267251634751685896"	"0"	"0"	"0"		"0"	"0"	"0"	"1"	"1"	"1"			"0"	"0"	"0.0005"	"0"	"0"	"0"	"0"
